id,english,tigrinya,domain,tokenized_english,tokenized_tigrinya,eng_length,tir_length
543,Read their <1>Candidate Introductions</1> to learn more about the candidates.,ስለ ሕጹያት ተወሳኺ ሓበሬታ ንምፍላጥ <1>ናይ ሕጹያት መፋለጢታት</1> ያንብቡ።,legal,['Read their <1>Candidate Introductions</1> to learn more about the candidates.'],['ስለ ሕጹያት ተወሳኺ ሓበሬታ ንምፍላጥ <1>ናይ ሕጹያት መፋለጢታት</1> ያንብቡ።'],10,9
544,<1>When is the next City of Seattle election?</1><2>The next City of Seattle election is in 2025.,<1>ዝቕጽል ምርጫ ምምሕዳር ከተማ Seattle መዓስ እዩ?</1><2>ዝቕጽል መረጻ ምምሕዳር ከተማ Seattle ኣብ 2025 ዓ.ም ይካየድ።,legal,['<1>When is the next City of Seattle election?</1><2>The next City of Seattle election is in 2025.'],['<1>ዝቕጽል ምርጫ ምምሕዳር ከተማ Seattle መዓስ እዩ?</1><2>ዝቕጽል መረጻ ምምሕዳር ከተማ Seattle ኣብ 2025 ዓ.ም ይካየድ።'],16,15
545,"Democracy Vouchers can be used from the time you receive them through November 29, 2025.",እቶም ናይ ዲሞክራሲ ቫውቸራት ካብታ ዝረኸብኩምሉ ዕለት ጀሚርኩም ክሳብ 29 ኖቬምበር 2025 ክትጥቀሙ ትኽእሉ ኢኹም።,legal,"['Democracy Vouchers can be used from the time you receive them through November 29, 2025.']",['እቶም ናይ ዲሞክራሲ ቫውቸራት ካብታ ዝረኸብኩምሉ ዕለት ጀሚርኩም ክሳብ 29 ኖቬምበር 2025 ክትጥቀሙ ትኽእሉ ኢኹም።'],15,15
546,You can get Democracy Vouchers if you are:,እዞም ዝስዕቡ ረቛሒታት ምስ እተማልኡ ዲሞክራሲ ቫውቸር ክትቅበሉ ትኽእሉ ኢኹም፤,legal,['You can get Democracy Vouchers if you are:'],['እዞም ዝስዕቡ ረቛሒታት ምስ እተማልኡ ዲሞክራሲ ቫውቸር ክትቅበሉ ትኽእሉ ኢኹም፤'],8,10
547,"A Seattle resident,",ናይ Seattle ነባሪ ምዃን፣,legal,"['A Seattle resident,']",['ናይ Seattle ነባሪ ምዃን፣'],3,4
548,"At least 18 years of age, and",እንተወሓደ ዕድሜኹም 18 ዓመት ክኸውን ኣለዎን,legal,"['At least 18 years of age, and']",['እንተወሓደ ዕድሜኹም 18 ዓመት ክኸውን ኣለዎን'],7,6
549,"A U.S. citizen, U.S. national, or lawful permanent resident.",ናይ U.S. ዜጋ፣ ናይ U.S. ናሽናል ወይ ሕጋዊ ቀዋሚ ነባሪ (ግሪን ካርድ ዝሓዙ) ምዃን።,legal,"['A U.S', 'citizen, U.S', 'national, or lawful permanent resident.']",['ናይ U.S. ዜጋ፣ ናይ U.S. ናሽናል ወይ ሕጋዊ ቀዋሚ ነባሪ (ግሪን ካርድ ዝሓዙ) ምዃን።'],9,14
550,You do not have to be a registered voter to receive Democracy Vouchers.,ናይ ዲሞክራሲ ቫውቸር ንምርካብ ግድን ምዝጉብ መራጺ ክትከውን ትጽቢት ኣይግበረልኩምን።,legal,['You do not have to be a registered voter to receive Democracy Vouchers.'],['ናይ ዲሞክራሲ ቫውቸር ንምርካብ ግድን ምዝጉብ መራጺ ክትከውን ትጽቢት ኣይግበረልኩምን።'],13,10
551,"If you meet the criteria listed above, you may apply to receive vouchers.",ኣብ ላዕሊ ተዘርዚሮም ዘለዉ ረቛሒታት እንተ ኣማሊእኩም፣ ንቫውቸር ከተመልክቱ ትኽእሉ ኢኹም።,legal,"['If you meet the criteria listed above, you may apply to receive vouchers.']",['ኣብ ላዕሊ ተዘርዚሮም ዘለዉ ረቛሒታት እንተ ኣማሊእኩም፣ ንቫውቸር ከተመልክቱ ትኽእሉ ኢኹም።'],13,11
552,"If you have any questions, please call <1>(206) 727-8855</1>.",ዝኾነ ዓይነት ሕቶ ምስ ዝህልወኩም በጃኹም ናብ <1>(206) 727-8855</1>ደውሉ።,legal,"['If you have any questions, please call <1>(206) 727-8855</1>.']",['ዝኾነ ዓይነት ሕቶ ምስ ዝህልወኩም በጃኹም ናብ <1>(206) 727-8855</1>ደውሉ።'],9,9
553,Free language interpretation service is available.,ብነጻ ዝቐርብ ናይ ቋንቋ ትርጉም ኣገልግሎት ምርካብ ይከኣል።,legal,['Free language interpretation service is available.'],['ብነጻ ዝቐርብ ናይ ቋንቋ ትርጉም ኣገልግሎት ምርካብ ይከኣል።'],6,8
554,You may download or print these materials to share with your community.,ነዞም ናውቲታት እዚኦም ኣውሪድኩም ንማሕበረሰብኩም ከተካፍሉዎም ወይ’ውን ክትሓትምዎም ትኽእሉ ኢኹም።,legal,['You may download or print these materials to share with your community.'],['ነዞም ናውቲታት እዚኦም ኣውሪድኩም ንማሕበረሰብኩም ከተካፍሉዎም ወይ’ውን ክትሓትምዎም ትኽእሉ ኢኹም።'],12,10
555,Democracy Voucher Application,ናይ ዲሞክራሲ ቫውቸር መመልከቲ,legal,['Democracy Voucher Application'],['ናይ ዲሞክራሲ ቫውቸር መመልከቲ'],3,4
560,Replacement Request Form,ናይ መተካእታ ሕቶ ቅጥዒ,legal,['Replacement Request Form'],['ናይ መተካእታ ሕቶ ቅጥዒ'],3,4
561,Top 10 Questions and Answers About Service Animals,ብዛዕባ ኣገልግሎት ዝህቡ እንስሳታት ዝምልከቱ 10 ቐንዲ ሕቶታትን መልስታትን,legal,['Top 10 Questions and Answers About Service Animals'],['ብዛዕባ ኣገልግሎት ዝህቡ እንስሳታት ዝምልከቱ 10 ቐንዲ ሕቶታትን መልስታትን'],8,9
562,What is a service animal?,ኣገልግሎት ዝህብ እንስሳ እንታይ እዩ?,legal,['What is a service animal?'],['ኣገልግሎት ዝህብ እንስሳ እንታይ እዩ?'],5,5
563,"A service animal does work, or performs tasks, or provides medically necessary support for a person with a disability.",ኣገልግሎት ዝህብ እንስሳ፣ ስራሕ ዚዓዪ፣ ዝተወሰኑ ዕማማት ዝፍጽም ወይ ከኣ ንሓደ ስንኩል ሰብ ሕክምናዊ ሓገዝ ዚህብ እንስሳ እዩ።,legal,"['A service animal does work, or performs tasks, or provides medically necessary support for a person with a disability.']",['ኣገልግሎት ዝህብ እንስሳ፣ ስራሕ ዚዓዪ፣ ዝተወሰኑ ዕማማት ዝፍጽም ወይ ከኣ ንሓደ ስንኩል ሰብ ሕክምናዊ ሓገዝ ዚህብ እንስሳ እዩ።'],19,18
564,Is a service animal a pet?,ኣገልግሎት ዝህብ እንስሳ ከም እንስሳ ዘቤት ድዩ?,legal,['Is a service animal a pet?'],['ኣገልግሎት ዝህብ እንስሳ ከም እንስሳ ዘቤት ድዩ?'],6,7
565,No. A service animal the definition of service animal is broad.,ኣይኮነን። ትርጉም ናይ ኣገልግሎት ዝህብ እንስሳ ሰፊሕ እዩ።,legal,"['No', 'A service animal the definition of service animal is broad.']","['ኣይኮነን', 'ትርጉም ናይ ኣገልግሎት ዝህብ እንስሳ ሰፊሕ እዩ።']",11,8
566,"Do service animals include therapy, emotional support, and companion animals?",እቶም ኣገልግሎት ዝህቡ እንስሳታት ምድብ ቴራፒ፣ ስምዒታዊ ደገፍን ምቹኡነት ዝህቡ እንስሳታትን የጠቓልል ድዩ?,legal,"['Do service animals include therapy, emotional support, and companion animals?']",['እቶም ኣገልግሎት ዝህቡ እንስሳታት ምድብ ቴራፒ፣ ስምዒታዊ ደገፍን ምቹኡነት ዝህቡ እንስሳታትን የጠቓልል ድዩ?'],10,13
568,"In Seattle, a service animal can include therapy, emotional support, and companion animals.",ኣብ Seattle ዝርከብ ምድብ ኣገልግሎት ዝህቡ እንስሳታት፣ ቴራፒ፣ ስምዒታዊ ደገፍ፣ ከምኡ’ውን እንስሳ ዘቤትን ምቹኡነት ዝህቡ እንስሳታትን የጠቓልል።,legal,"['In Seattle, a service animal can include therapy, emotional support, and companion animals.']",['ኣብ Seattle ዝርከብ ምድብ ኣገልግሎት ዝህቡ እንስሳታት፣ ቴራፒ፣ ስምዒታዊ ደገፍ፣ ከምኡ’ውን እንስሳ ዘቤትን ምቹኡነት ዝህቡ እንስሳታትን የጠቓልል።'],13,17
569,Is a service animal required to have visible or special identification or certification?,ሓደ ኣገልግሎት ዝህብ እንስሳ ብንጹር ዝርአ ወይ ፍሉይ መለለዪ ወይ ምስክር ወረቐት ክህልዎ ኣድላዪ ድዩ?,legal,['Is a service animal required to have visible or special identification or certification?'],['ሓደ ኣገልግሎት ዝህብ እንስሳ ብንጹር ዝርአ ወይ ፍሉይ መለለዪ ወይ ምስክር ወረቐት ክህልዎ ኣድላዪ ድዩ?'],13,15
570,"No. While some animals wear a vest or special identification, it is not required in Seattle.",ኣየድልን። ገለ ኣገልግሎት ዝህቡ እንስሳታት መዕቆቢ ኣኽላባት ወይ ፍሉይ መለለዪ ምልክት ይሕዙ፣ እዚ ግን ኣብ Seattle ግዴታ ኣይኮነን።,legal,"['No', 'While some animals wear a vest or special identification, it is not required in Seattle.']","['ኣየድልን', 'ገለ ኣገልግሎት ዝህቡ እንስሳታት መዕቆቢ ኣኽላባት ወይ ፍሉይ መለለዪ ምልክት ይሕዙ፣ እዚ ግን ኣብ Seattle ግዴታ ኣይኮነን።']",16,18
571,Can a service animal be any breed or size?,ኣገልግሎት ዝህብ እንስሳ ዝኾነ ዓይነት ናይ እንሰሳ ዓሌት ወይ ዓቐን ዘለዎ ክኸውን ይኽእል ድዩ?,legal,['Can a service animal be any breed or size?'],['ኣገልግሎት ዝህብ እንስሳ ዝኾነ ዓይነት ናይ እንሰሳ ዓሌት ወይ ዓቐን ዘለዎ ክኸውን ይኽእል ድዩ?'],9,14
573,"If the service animal is a dog, it may be any breed or size.",እቲ ኣገልግሎት ዝህብ እንስሳ ከልቢ እንተኾይኑ፣ እቲ ከልቢ ዝኾነ ዓሌት ወይ ዓቐን ክኸውን ይኽእል።,legal,"['If the service animal is a dog, it may be any breed or size.']",['እቲ ኣገልግሎት ዝህብ እንስሳ ከልቢ እንተኾይኑ፣ እቲ ከልቢ ዝኾነ ዓሌት ወይ ዓቐን ክኸውን ይኽእል።'],14,14
574,Who is responsible for a service animal’s care and supervision?,ኣገልግሎት ዝህብ እንስሳ ናይ ክንክንን ምክትታልን ሓላፍነት ዝወስድ መን እዩ?,legal,['Who is responsible for a service animal’s care and supervision?'],['ኣገልግሎት ዝህብ እንስሳ ናይ ክንክንን ምክትታልን ሓላፍነት ዝወስድ መን እዩ?'],10,10
575,The service animal owner must have control of their service animal and is responsible for any damages caused by the service animal.,ወናኒ ናይቲ ኣገልግሎት ዝህብ እንስሳ ነቲ ናይ ኣገልግሎት እንስሳ ክቆጻጸሮን በቲ ናይ ኣገልግሎት እንስሳ ንዝበጽሖ ዝኾነ ይኹን ጉድኣት ሓላፍነት ክወስድን ኣለዎ።,legal,['The service animal owner must have control of their service animal and is responsible for any damages caused by the service animal.'],['ወናኒ ናይቲ ኣገልግሎት ዝህብ እንስሳ ነቲ ናይ ኣገልግሎት እንስሳ ክቆጻጸሮን በቲ ናይ ኣገልግሎት እንስሳ ንዝበጽሖ ዝኾነ ይኹን ጉድኣት ሓላፍነት ክወስድን ኣለዎ።'],22,21
576,May I have more than one service animal?,ካብ ሓደ ንላዕሊ ኣገልግሎት ዝህብ እንስሳ ክህልወኒ ይኽእል ድዩ?,legal,['May I have more than one service animal?'],['ካብ ሓደ ንላዕሊ ኣገልግሎት ዝህብ እንስሳ ክህልወኒ ይኽእል ድዩ?'],8,9
578,A person may need more than one service animal for each disability-related need.,ሓደ ውልቀሰብ ንነፍሲ ​​ወከፍ ምስ ዝነብረሉ ስንክልና ኣገልግሎታት ክህቦ ዝኽእል ካብ ሓደ ንላዕሊ እንስሳ ክህልዎ ይኽእል።,legal,['A person may need more than one service animal for each disability-related need.'],['ሓደ ውልቀሰብ ንነፍሲ \u200b\u200bወከፍ ምስ ዝነብረሉ ስንክልና ኣገልግሎታት ክህቦ ዝኽእል ካብ ሓደ ንላዕሊ እንስሳ ክህልዎ ይኽእል።'],13,16
579,Can a housing provider charge pet deposits or pet fees for my service animal?,ሓደ ወሃቢ መንበሪ ገዛ (ኣካራዪ) ንኣገልግሎተይ እንስሳታት ተቐማጢ ገንዘብ ወይ ናይ እንስሳ ዘቤት ክፍሊት ክኸፍል ክሓተኒ ይኽእል ድዩ?,legal,['Can a housing provider charge pet deposits or pet fees for my service animal?'],['ሓደ ወሃቢ መንበሪ ገዛ (ኣካራዪ) ንኣገልግሎተይ እንስሳታት ተቐማጢ ገንዘብ ወይ ናይ እንስሳ ዘቤት ክፍሊት ክኸፍል ክሓተኒ ይኽእል ድዩ?'],14,18
580,How about a general cleaning fee or damage deposit?,ንሓፈሻዊ ኣገልግሎት ጽሬት ወይ ንጉድኣት ተቐማጢ ገንዘብ ክኸፍል ክሕተት ይኽእል ድዩ?,legal,['How about a general cleaning fee or damage deposit?'],['ንሓፈሻዊ ኣገልግሎት ጽሬት ወይ ንጉድኣት ተቐማጢ ገንዘብ ክኸፍል ክሕተት ይኽእል ድዩ?'],9,11
581,No. A housing provider cannot charge pet deposits or pet fees for a service animal.,ኣይክእልን። ሓደ ወሃቢ መንበሪ ገዛ (ኣካራዪ) ንሓደ ኣገልግሎት ዝህብ እንስሳ ተቐማጢ ገንዘብ ወይ ናይ እንስሳ ዘቤት ክፍሊት ክትከፍል ክጠልበካ ኣይክእልን እዩ።,legal,"['No', 'A housing provider cannot charge pet deposits or pet fees for a service animal.']","['ኣይክእልን', 'ሓደ ወሃቢ መንበሪ ገዛ (ኣካራዪ) ንሓደ ኣገልግሎት ዝህብ እንስሳ ተቐማጢ ገንዘብ ወይ ናይ እንስሳ ዘቤት ክፍሊት ክትከፍል ክጠልበካ ኣይክእልን እዩ።']",15,21
582,"Can a housing provider, employer, or a business ask me for details about my disability?",ሓደ ወሃቢ መንበሪ ገዛ (ኣካራዪ)፣ ሰራሕተኛ ወይ ንግዲ ብዛዕባ ስንክልናይ ሕቶታት ክሓተኒ ይኽእል ድዩ?,legal,"['Can a housing provider, employer, or a business ask me for details about my disability?']",['ሓደ ወሃቢ መንበሪ ገዛ (ኣካራዪ)፣ ሰራሕተኛ ወይ ንግዲ ብዛዕባ ስንክልናይ ሕቶታት ክሓተኒ ይኽእል ድዩ?'],15,14
583,"No. They can ask, “Is this a service animal?”","ኣይክእልን። ""እዚ እንስሳ ኣገልግሎት ዝህብ እንስሳ ድዩ?"" ዝብል ሕቶ ግን ከተቕርቡ ትኽእሉ ኢኹም።",legal,"['No', 'They can ask, “Is this a service animal?”']","['ኣይክእልን', '""እዚ እንስሳ ኣገልግሎት ዝህብ እንስሳ ድዩ?"" ዝብል ሕቶ ግን ከተቕርቡ ትኽእሉ ኢኹም።']",9,13
584,"If the answer is yes, they can ask, “Does the animal perform work, a task, or is medically necessary for your disability?”","መልሶም እወ እንተኾይኑ፣ ""ኣገልግሎት ዝህብ እንስሳ ስራሕ ዝፍጽም፣ ዝተወሰኑ ዕማማት ዝፍጽም፣ ወይ ንስንክልናኹም ብሕክምናዊ ኣድላዪ ደገፍ ዝህብ እንስሳ ድዩ?"" ኢልኹም ክትሓቱ ትኽእሉ ኢኹም።",legal,"['If the answer is yes, they can ask, “Does the animal perform work, a task, or is medically necessary for your disability?”']","['መልሶም እወ እንተኾይኑ፣ ""ኣገልግሎት ዝህብ እንስሳ ስራሕ ዝፍጽም፣ ዝተወሰኑ ዕማማት ዝፍጽም፣ ወይ ንስንክልናኹም ብሕክምናዊ ኣድላዪ ደገፍ ዝህብ እንስሳ ድዩ?"" ኢልኹም ክትሓቱ ትኽእሉ ኢኹም።']",22,23
585,"Can a housing provider, employer, or a business ask me for verification of my disability-related need for a service animal?",ሓደ ወሃቢ መንበሪ ገዛ (ኣካራዪ)፣ ሰራሕተኛ ወይ ንግዲ፣ ስለምንታይ ናይ ኣገልግሎት እንስሳ ከምዘድልየኒ፣ ናይ ስንክልና መርትዖ ከቕርብ ክሓተኒ ይኽእል ድዩ?,legal,"['Can a housing provider, employer, or a business ask me for verification of my disability-related need for a service animal?']",['ሓደ ወሃቢ መንበሪ ገዛ (ኣካራዪ)፣ ሰራሕተኛ ወይ ንግዲ፣ ስለምንታይ ናይ ኣገልግሎት እንስሳ ከምዘድልየኒ፣ ናይ ስንክልና መርትዖ ከቕርብ ክሓተኒ ይኽእል ድዩ?'],20,20
586,Yes and no. Housing providers and employers may ask for proof of a disability-related need for a service animal from a provider like a doctor.,እወን ኣይኮነንን። ወሃብቲ ኣባይቲ (ኣካረይቲ ገዛ)ን ሰራሕተኛታትን ካብ ሓኪም ወይ ካልእ ትካል ክንክን ጥዕና መርትዖ ክሓቱ ይኽእሉ እዮም፣ እዚ ድማ ስለምንታይ ስንክልናኹም ብዝምልከት ናይ ኣገልግሎት እንስሳ ከምዘድልየኩም ዘርኢ እዩ።,legal,"['Yes and no', 'Housing providers and employers may ask for proof of a disability-related need for a service animal from a provider like a doctor.']","['እወን ኣይኮነንን', 'ወሃብቲ ኣባይቲ (ኣካረይቲ ገዛ)ን ሰራሕተኛታትን ካብ ሓኪም ወይ ካልእ ትካል ክንክን ጥዕና መርትዖ ክሓቱ ይኽእሉ እዮም፣ እዚ ድማ ስለምንታይ ስንክልናኹም ብዝምልከት ናይ ኣገልግሎት እንስሳ ከምዘድልየኩም ዘርኢ እዩ።']",25,29
587,A business can only ask the questions listed above.,ሓደ ናይ ንግዲ ስራሕ ትካል፣ ክሓቶም ዝኽእል ሕቶታት እዞም ኣብ ላዕሊ እተጠቕሱ ጥራይ እዮም።,legal,['A business can only ask the questions listed above.'],['ሓደ ናይ ንግዲ ስራሕ ትካል፣ ክሓቶም ዝኽእል ሕቶታት እዞም ኣብ ላዕሊ እተጠቕሱ ጥራይ እዮም።'],9,14
588,Document Name: Service Date/Time: Result Status: Performed By:,ስም ሰነድ፦ ኣገልግሎት ዕለት/ሰዓት፦ ኩነታት ውጽኢት፦ ዝተፈጸመ ብ፦,legal,['Document Name: Service Date/Time: Result Status: Performed By:'],['ስም ሰነድ፦ ኣገልግሎት ዕለት/ሰዓት፦ ኩነታት ውጽኢት፦ ዝተፈጸመ ብ፦'],8,8
589,Results Callback Letter 9/20/2024 10:58 EDT,ውጽኢት ናይ ምምላስ ደብዳቤ 9/20/2024 10:58 EDT,legal,['Results Callback Letter 9/20/2024 10:58 EDT'],['ውጽኢት ናይ ምምላስ ደብዳቤ 9/20/2024 10:58 EDT'],6,7
591,"Spurlock, Deanna L, RN (9/20/2024 10:58 EDT)",Spurlock፣ Deanna L፣ RN (9/20/2024 10:58 EDT),legal,"['Spurlock, Deanna L, RN (9/20/2024 10:58 EDT)']",['Spurlock፣ Deanna L፣ RN (9/20/2024 10:58 EDT)'],7,7
592,Indiana University Health,Indiana University Health,legal,['Indiana University Health'],['Indiana University Health'],3,3
595,869 WOODCROSS CT,869 WOODCROSS CT,legal,['869 WOODCROSS CT'],['869 WOODCROSS CT'],3,3
596,"AVON, IN 461238162",AVON፣ IN 461238162,legal,"['AVON, IN 461238162']",['AVON፣ IN 461238162'],3,3
597,Dear Kudsan Brhane,ዝኸበርኪ Kudsan Brhane,legal,['Dear Kudsan Brhane'],['ዝኸበርኪ Kudsan Brhane'],3,3
598,"Edmund Gomez, M.D.",Edmund Gomez፣ M.D.,legal,"['Edmund Gomez, M.D.']",['Edmund Gomez፣ M.D.'],3,3
599,"Marwan Saleh, M.D.",Marwan Saleh፣ M.D.,legal,"['Marwan Saleh, M.D.']",['Marwan Saleh፣ M.D.'],3,3
600,"Blair Dina, M.D.",Blair Dina፣ M.D.,legal,"['Blair Dina, M.D.']",['Blair Dina፣ M.D.'],3,3
601,Danielle Beaver D.O.,Danielle Beaver D.O.,legal,['Danielle Beaver D.O.'],['Danielle Beaver D.O.'],3,3
602,Tiffany Fan M.D,Tiffany Fan M.D,legal,['Tiffany Fan M.D'],['Tiffany Fan M.D'],3,3
603,Michael Mondheim M.D.,Michael Mondheim M.D.,legal,['Michael Mondheim M.D.'],['Michael Mondheim M.D.'],3,3
604,"Melissa Dzikowski, N.P.",Melissa Dzikowski፣ N.P.,legal,"['Melissa Dzikowski, N.P.']",['Melissa Dzikowski፣ N.P.'],3,3
605,"Christine Pankau, N.P.",Christine Pankau፣ N.P.,legal,"['Christine Pankau, N.P.']",['Christine Pankau፣ N.P.'],3,3
606,IUHP West Women's Health,IUHP West Women's Health,legal,"[""IUHP West Women's Health""]","[""IUHP West Women's Health""]",4,4
607,"1115 North Ronald Reagan Parkway, Suite 266 Avon, Indiana 46123",1115 North Ronald Reagan Parkway፣ Suite 266 Avon፣ Indiana 46123,legal,"['1115 North Ronald Reagan Parkway, Suite 266 Avon, Indiana 46123']",['1115 North Ronald Reagan Parkway፣ Suite 266 Avon፣ Indiana 46123'],10,10
608,Telephone: (317) 217-2500 Fax:,ቴሌፎን፦ (317) 217-2500 ፋክስ፦,legal,['Telephone: (317) 217-2500 Fax:'],['ቴሌፎን፦ (317) 217-2500 ፋክስ፦'],4,4
610,Thank you for choosing IU Health Physicians.,ንIU Health Physicians ብምምራጽኩም ነመስግነኩም።,legal,['Thank you for choosing IU Health Physicians.'],['ንIU Health Physicians ብምምራጽኩም ነመስግነኩም።'],7,5
611,We value our partnership with you to ensure your best health.,ምሳኻትኩም ዘለና ሽርክነት ዝበለጸ ጥዕናኹም ንምርግጋጽ ዋጋ ንህቦ።,legal,['We value our partnership with you to ensure your best health.'],['ምሳኻትኩም ዘለና ሽርክነት ዝበለጸ ጥዕናኹም ንምርግጋጽ ዋጋ ንህቦ።'],11,8
612,We have been unable to reach you by phone to discuss your recent test results and need for repeat lab testing requested by your OB/Gyn provider.,ኣብ ቀረባ እዋን ዝረኸብኩሞ ውጽኢት መርመራን ብወሃቢ OB/Gyn ዝተሓተተ ተደጋጋሚ መርመራ ላብራቶሪ ከምዘድሊ ንምዝታይ ብተሌፎን ክንረኽበኩም ኣይከኣልናን።,legal,['We have been unable to reach you by phone to discuss your recent test results and need for repeat lab testing requested by your OB/Gyn provider.'],['ኣብ ቀረባ እዋን ዝረኸብኩሞ ውጽኢት መርመራን ብወሃቢ OB/Gyn ዝተሓተተ ተደጋጋሚ መርመራ ላብራቶሪ ከምዘድሊ ንምዝታይ ብተሌፎን ክንረኽበኩም ኣይከኣልናን።'],26,17
613,"We have attempted to contact you by telephone, unfortunately, we have not yet been successful.",ብተሌፎን ክንረኽበኩም ፈቲንና ኣለና፣ ሕማቕ ኣጋጣሚ ኮይኑ ገና ኣይተዓወትናን።,legal,"['We have attempted to contact you by telephone, unfortunately, we have not yet been successful.']",['ብተሌፎን ክንረኽበኩም ፈቲንና ኣለና፣ ሕማቕ ኣጋጣሚ ኮይኑ ገና ኣይተዓወትናን።'],15,9
614,We understand how busy you must be and we greatly value your time.,ክሳብ ክንደይ ትሑዝ ክትከውን ከም ዘለኩም ንርዳእ ኢና፣ ንግዜኹም ድማ ኣዚና ዋጋ ንህቦ።,legal,['We understand how busy you must be and we greatly value your time.'],['ክሳብ ክንደይ ትሑዝ ክትከውን ከም ዘለኩም ንርዳእ ኢና፣ ንግዜኹም ድማ ኣዚና ዋጋ ንህቦ።'],13,13
615,"Please feel free to contact our office at (317) 217-2500, Monday through Friday from 8:00am to 4:30pm.",ንቤት ጽሕፈትና ብስልኪ ቁጽሪ (317) 217-2500፡ ካብ ሰኑይ ክሳብ ዓርቢ ካብ ሰዓት 8፡00 ቅድሚ ቀትሪ ክሳብ ሰዓት 4፡30 ድሕሪ ቀትሪ ክትረኽብዎ ትኽእሉ ኢኹም።,legal,"['Please feel free to contact our office at (317) 217-2500, Monday through Friday from 8:00am to 4:30pm.']",['ንቤት ጽሕፈትና ብስልኪ ቁጽሪ (317) 217-2500፡ ካብ ሰኑይ ክሳብ ዓርቢ ካብ ሰዓት 8፡00 ቅድሚ ቀትሪ ክሳብ ሰዓት 4፡30 ድሕሪ ቀትሪ ክትረኽብዎ ትኽእሉ ኢኹም።'],17,23
616,"If you have received this letter and have already spoken with us, please accept our apology.",እዚ ደብዳቤ በጺሑኩምን ድሮ ምሳና ተዘራሪብኩምን እንተሃልዩኩም፣ በጃኹም ይቕሬታና ተቐበሉ።,legal,"['If you have received this letter and have already spoken with us, please accept our apology.']",['እዚ ደብዳቤ በጺሑኩምን ድሮ ምሳና ተዘራሪብኩምን እንተሃልዩኩም፣ በጃኹም ይቕሬታና ተቐበሉ።'],16,10
617,"On behalf of the staff at IU Health Physicians Women's Health West, thank you for trusting us with your care.",ብስም ሰራሕተኛታት IU Health Physicians Women's Health West፣ ክንክን ጥዕናኹም ንዓና ብምትእምማንኩም ነመስግነኩም።,legal,"[""On behalf of the staff at IU Health Physicians Women's Health West, thank you for trusting us with your care.""]","[""ብስም ሰራሕተኛታት IU Health Physicians Women's Health West፣ ክንክን ጥዕናኹም ንዓና ብምትእምማንኩም ነመስግነኩም።""]",20,13
618,It is our pleasure to serve you.,ከነገልግለኩም ባህታና እዩ።,legal,['It is our pleasure to serve you.'],['ከነገልግለኩም ባህታና እዩ።'],7,3
619,Women's West Ob/Gyn team,ጋንታ  Women's West Ob/Gyn,legal,"[""Women's West Ob/Gyn team""]","[""ጋንታ  Women's West Ob/Gyn""]",4,4
623,Hourly Wage Employee Agreement,ናይ ሰዓት ደሞዝ ሰራሕተኛ ስምምዕ,legal,['Hourly Wage Employee Agreement'],['ናይ ሰዓት ደሞዝ ሰራሕተኛ ስምምዕ'],4,5
624,Including a notice detailing employment terms pursuant to the law governing,ብመሰረት እቲ ዝገዝእ ሕጊ ንውዕላት ስራሕ ብዝርዝር ዝገልጽ ምልክታ ሓዊሱ,legal,['Including a notice detailing employment terms pursuant to the law governing'],['ብመሰረት እቲ ዝገዝእ ሕጊ ንውዕላት ስራሕ ብዝርዝር ዝገልጽ ምልክታ ሓዊሱ'],11,10
627,"Held and signed on the ___ of __________, in the year _____",ኣብ ___ ናይ __________፣ ኣብ ዓመት _____ዝተኻየደን ዝተፈረመን,legal,"['Held and signed on the ___ of __________, in the year _____']",['ኣብ ___ ናይ __________፣ ኣብ ዓመት _____ዝተኻየደን ዝተፈረመን'],12,8
628,Please complete Employer’s full name as it appears in the Certificate of Incorporation,በጃኹም ምሉእ ስም ኣስራሒ ከምቲ ኣብ ምስክር ወረቐት ምምስራት ዘሎ ምልኣዮ,legal,['Please complete Employer’s full name as it appears in the Certificate of Incorporation'],['በጃኹም ምሉእ ስም ኣስራሒ ከምቲ ኣብ ምስክር ወረቐት ምምስራት ዘሎ ምልኣዮ'],13,11
629,"(hereinafter ""Employer"") by authorized signatories:","(ካብዚ ንደሓር ""ኣስራሒ"") ብፍቓድ ዘለዎም ፈረምቲ፤",legal,"['(hereinafter ""Employer"") by authorized signatories:']","['(ካብዚ ንደሓር ""ኣስራሒ"") ብፍቓድ ዘለዎም ፈረምቲ፤']",5,6
633,Of the first part,ናይ ቀዳማይ ክፋል,legal,['Of the first part'],['ናይ ቀዳማይ ክፋል'],4,3
644,"Employee declares that it possesses the skill and qualifications necessary to perform the work subject of this Contract at a professional level, to a proper standard and quality; and",ሰራሕተኛ ነዚ ውዕሊ ዛዕባ ስራሕ ብደረጃ ሞያዊ፣ ብግቡእ ደረጃን ፅሬትን ንምፍፃም ዘድሊ ክእለትን ብቕዓትን ከምዘለዎ ይእውጅ፤ ከምኡውን,legal,"['Employee declares that it possesses the skill and qualifications necessary to perform the work subject of this Contract at a professional level, to a proper standard and quality; and']",['ሰራሕተኛ ነዚ ውዕሊ ዛዕባ ስራሕ ብደረጃ ሞያዊ፣ ብግቡእ ደረጃን ፅሬትን ንምፍፃም ዘድሊ ክእለትን ብቕዓትን ከምዘለዎ ይእውጅ፤ ከምኡውን'],29,17
